Paper Title,Hallmark,Score,Is_Aging_Related
"Sirtuin 6 Expression and Inflammatory Activity in Diabetic Atherosclerotic Plaques: Effects of Incretin Treatment","chronic inflammation",0.670112133026123,Yes
"Sirtuin 6 Expression and Inflammatory Activity in Diabetic Atherosclerotic Plaques: Effects of Incretin Treatment","mitochondrial dysfunction",0.6664066314697266,Yes
"Regulation of SIRT6 protein levels by nutrient availability","epigenetic alterations",2.0501677989959717,Yes
"FoxO3 Transcription Factor and Sirt6 Deacetylase Regulate Low Density Lipoprotein (LDL)-cholesterol Homeostasis via Control of the Proprotein Convertase Subtilisin/Kexin Type 9 (Pcsk9) Gene Expression","epigenetic alterations",0.7643201649188995,Yes
"Mammalian Sirtuins and Energy Metabolism","epigenetic alterations",2.6699467301368713,Yes
"Mammalian Sirtuins and Energy Metabolism","deregulated nutrient sensing",0.43347927927970886,Yes
"The sirtuin family members SIRT1, SIRT3 and SIRT6: Their role in vascular biology and atherogenesis","epigenetic alterations",3.6306484937667847,Yes
"The sirtuin family members SIRT1, SIRT3 and SIRT6: Their role in vascular biology and atherogenesis","cellular senescence",0.42325595021247864,Yes
"Kinetic and Structural Basis for Acyl-Group Selectivity and NAD<sup>+</sup> Dependence in Sirtuin-Catalyzed Deacylation","epigenetic alterations",1.734187364578247,Yes
"Efficient Demyristoylase Activity of SIRT2 Revealed by Kinetic and Structural Studies","epigenetic alterations",2.574301779270172,Yes
"NAD metabolism fuels human and mouse intestinal inflammation","chronic inflammation",0.5324825644493103,Yes
"NAD metabolism fuels human and mouse intestinal inflammation","stem cell exhaustion",0.0,Yes
"Neural sirtuin 6 (Sirt6) ablation attenuates somatic growth and causes obesity","epigenetic alterations",3.5422681868076324,Yes
"The NAD+-dependent Histone Deacetylase SIRT6 Promotes Cytokine Production and Migration in Pancreatic Cancer Cells by Regulating Ca2+ Responses","epigenetic alterations",1.73385888338089,Yes
"The NAD+-dependent Histone Deacetylase SIRT6 Promotes Cytokine Production and Migration in Pancreatic Cancer Cells by Regulating Ca2+ Responses","chronic inflammation",0.5182595252990723,Yes
"The NAD+-dependent Histone Deacetylase SIRT6 Promotes Cytokine Production and Migration in Pancreatic Cancer Cells by Regulating Ca2+ Responses","intercellular communication",0.4965065121650696,Yes
"SIRT6 protects human endothelial cells from DNA damage, telomere dysfunction, and senescence","telomere attrition",0.6656873822212219,Yes
"SIRT6 protects human endothelial cells from DNA damage, telomere dysfunction, and senescence","cellular senescence",0.634284496307373,Yes
"SIRT6 protects human endothelial cells from DNA damage, telomere dysfunction, and senescence","epigenetic alterations",0.6217390894889832,Yes
"SIRT6 protects human endothelial cells from DNA damage, telomere dysfunction, and senescence","genome instability",0.5712836384773254,Yes
"Sirtuin 6 (SIRT6) rescues the decline of homologous recombination repair during replicative senescence","genome instability",2.239375501871109,Yes
"Sirtuin 6 (SIRT6) rescues the decline of homologous recombination repair during replicative senescence","epigenetic alterations",1.2981977462768555,Yes
"Sirtuin 6 (SIRT6) rescues the decline of homologous recombination repair during replicative senescence","cellular senescence",0.540472686290741,Yes
"Sirtuin 6 (SIRT6) rescues the decline of homologous recombination repair during replicative senescence","telomere attrition",0.4900323152542114,Yes
"Autophagy Induction by SIRT6 through Attenuation of Insulin-like Growth Factor Signaling Is Involved in the Regulation of Human Bronchial Epithelial Cell Senescence","disabled macroautophagy",0.8715706467628479,Yes
"Autophagy Induction by SIRT6 through Attenuation of Insulin-like Growth Factor Signaling Is Involved in the Regulation of Human Bronchial Epithelial Cell Senescence","cellular senescence",0.5770992636680603,Yes
"Autophagy Induction by SIRT6 through Attenuation of Insulin-like Growth Factor Signaling Is Involved in the Regulation of Human Bronchial Epithelial Cell Senescence","epigenetic alterations",0.5708271265029907,Yes
"Sirt6 Suppresses High Glucose-Induced Mitochondrial Dysfunction and Apoptosis in Podocytes through AMPK Activation","deregulated nutrient sensing",0.6522256135940552,Yes
"Sirt6 Suppresses High Glucose-Induced Mitochondrial Dysfunction and Apoptosis in Podocytes through AMPK Activation","mitochondrial dysfunction",0.5015556812286377,Yes
"Hepatic SREBP-2 and cholesterol biosynthesis are regulated by FoxO3 and Sirt6","epigenetic alterations",2.7351856231689453,Yes
"SIRT6 modulates paclitaxel and epirubicin resistance and survival in breast cancer","None",0,No
"Restoration of energy homeostasis by SIRT6 extends healthy lifespan","epigenetic alterations",0.9839573800563812,Yes
"Restoration of energy homeostasis by SIRT6 extends healthy lifespan","deregulated nutrient sensing",0.5469753444194794,Yes
"Catastrophic NAD+ Depletion in Activated T Lymphocytes through Nampt Inhibition Reduces Demyelination and Disability in EAE","stem cell exhaustion",0.13379794359207153,Yes
"Investigating the ADP-ribosyltransferase Activity of Sirtuins with NAD Analogues and <sup>32</sup>P-NAD","epigenetic alterations",1.6846421957015991,Yes
"Sirtuin-6–Dependent Genetic And Epigenetic Alterations Are Associated With Poor Clinical Outcome in Hepatocellular Carcinoma Patients","epigenetic alterations",1.2864157557487488,Yes
"Altered expression of SIRT gene family in head and neck squamous cell carcinoma","epigenetic alterations",2.5745547115802765,Yes
"Oxidative stress dependent microRNA-34a activation via PI3Kα reduces the expression of sirtuin-1 and sirtuin-6 in epithelial cells","mitochondrial dysfunction",0.7832086682319641,Yes
"Oxidative stress dependent microRNA-34a activation via PI3Kα reduces the expression of sirtuin-1 and sirtuin-6 in epithelial cells","epigenetic alterations",0.6600626111030579,Yes
"Oxidative stress dependent microRNA-34a activation via PI3Kα reduces the expression of sirtuin-1 and sirtuin-6 in epithelial cells","cellular senescence",0.4189436733722687,Yes
"Icariin‐induced inhibition of SIRT6/NF‐κB triggers redox mediated apoptosis and enhances anti‐tumor immunity in triple‐negative breast cancer","chronic inflammation",0.5639308094978333,Yes
"Structural Basis of Sirtuin 6 Activation by Synthetic Small Molecules","epigenetic alterations",2.9922769367694855,Yes
"Structural Basis of Sirtuin 6 Activation by Synthetic Small Molecules","genome instability",0.20429477095603943,Yes
"Chromatin regulation and genome maintenance by mammalian SIRT6","epigenetic alterations",4.444256842136383,Yes
"Chromatin regulation and genome maintenance by mammalian SIRT6","genome instability",1.697776585817337,Yes
"Chromatin regulation and genome maintenance by mammalian SIRT6","telomere attrition",0.4313303828239441,Yes
"Emerging roles of SIRT6 in human diseases and its modulators","epigenetic alterations",1.9741243124008179,Yes
"Emerging roles of SIRT6 in human diseases and its modulators","chronic inflammation",0.5259471535682678,Yes
"Emerging roles of SIRT6 in human diseases and its modulators","genome instability",0.4179557263851166,Yes
"Neuroprotective Functions for the Histone Deacetylase SIRT6","epigenetic alterations",2.83215069770813,Yes
"Neuroprotective Functions for the Histone Deacetylase SIRT6","genome instability",1.195640742778778,Yes
"Progression of Chronic Liver Inflammation and Fibrosis Driven by Activation of c-JUN Signaling in Sirt6 Mutant Mice","epigenetic alterations",1.2855903506278992,Yes
"Progression of Chronic Liver Inflammation and Fibrosis Driven by Activation of c-JUN Signaling in Sirt6 Mutant Mice","chronic inflammation",0.8640657663345337,Yes
"Understanding the Role of Histone Deacetylase and their Inhibitors inNeurodegenerative Disorders: Current Targets and Future Perspective","epigenetic alterations",2.293081670999527,Yes
"Understanding the Role of Histone Deacetylase and their Inhibitors inNeurodegenerative Disorders: Current Targets and Future Perspective","chronic inflammation",0.10451307892799377,Yes
"The histone deacetylase SIRT6 controls embryonic stem cell fate via TET-mediated production of 5-hydroxymethylcytosine","epigenetic alterations",3.104146361351013,Yes
"Allosteric Methods and Their Applications: Facilitating the Discovery of Allosteric Drugs and the Investigation of Allosteric Mechanisms","None",0,No
"SIRT6 is required for maintenance of telomere position effect in human cells","epigenetic alterations",2.560779631137848,Yes
"SIRT6 is required for maintenance of telomere position effect in human cells","telomere attrition",0.8756530284881592,Yes
"Multiple Regulatory Layers of SREBP1/2 by SIRT6","epigenetic alterations",0.8205864131450653,Yes
"Sirtuins and intervertebral disc degeneration: Roles in inflammation, oxidative stress, and mitochondrial function","epigenetic alterations",3.3704994916915894,Yes
"Sirtuins and intervertebral disc degeneration: Roles in inflammation, oxidative stress, and mitochondrial function","mitochondrial dysfunction",0.7345392107963562,Yes
"Sirtuins and intervertebral disc degeneration: Roles in inflammation, oxidative stress, and mitochondrial function","chronic inflammation",0.5294774770736694,Yes
"Sirtuins and intervertebral disc degeneration: Roles in inflammation, oxidative stress, and mitochondrial function","cellular senescence",0.46518415212631226,Yes
"Epigenetic modulation of chronic anxiety and pain by histone deacetylation","epigenetic alterations",2.4717984795570374,Yes
"Sirt6 Alleviated Liver Fibrosis by Deacetylating Conserved Lysine 54 on Smad2 in Hepatic Stellate Cells","epigenetic alterations",1.9031994938850403,Yes
"SIRT6 in DNA repair, metabolism and ageing","epigenetic alterations",1.9019209444522858,Yes
"SIRT6 in DNA repair, metabolism and ageing","genome instability",1.3563216924667358,Yes
"Cold-Inducible SIRT6 Regulates Thermogenesis of Brown and Beige Fat","None",0,No
"SIRT6 protects cardiomyocytes against ischemia/reperfusion injury by augmenting FoxO3α-dependent antioxidant defense mechanisms","None",0,No
"Differential expression of sirtuins in the aging rat brain","epigenetic alterations",3.3611466884613037,Yes
"Endothelial SIRT6 Is Vital to Prevent Hypertension and Associated Cardiorenal Injury Through Targeting Nkx3.2-GATA5 Signaling","None",0,No
"SIRT6 deacetylates PKM2 to suppress its nuclear localization and oncogenic functions","epigenetic alterations",2.415374755859375,Yes
"SIRT6 overexpression induces massive apoptosis in cancer cells but not in normal cells","epigenetic alterations",1.7566078305244446,Yes
"SIRT6 exhibits nucleosome-dependent deacetylase activity","epigenetic alterations",1.3631160259246826,Yes
"SIRT6 exhibits nucleosome-dependent deacetylase activity","genome instability",0.2834330201148987,Yes
"Lamin A Is an Endogenous SIRT6 Activator and Promotes SIRT6-Mediated DNA Repair","epigenetic alterations",1.2006592154502869,Yes
"Lamin A Is an Endogenous SIRT6 Activator and Promotes SIRT6-Mediated DNA Repair","genome instability",0.9977631568908691,Yes
"Sirtuin 6 protects the brain from cerebral ischemia/reperfusion injury through NRF2 activation","epigenetic alterations",1.56400465965271,Yes
"Sirtuin 6 protects the brain from cerebral ischemia/reperfusion injury through NRF2 activation","mitochondrial dysfunction",0.818081259727478,Yes
"Natural polyphenols as sirtuin 6 modulators","epigenetic alterations",3.402472198009491,Yes
"Natural polyphenols as sirtuin 6 modulators","genome instability",0.20711728930473328,Yes
"USP48 Is Upregulated by Mettl14 to Attenuate Hepatocellular Carcinoma via Regulating SIRT6 Stabilization","epigenetic alterations",0.8649607300758362,Yes
"USP48 Is Upregulated by Mettl14 to Attenuate Hepatocellular Carcinoma via Regulating SIRT6 Stabilization","loss of proteostasis",0.4661131501197815,Yes
"USP48 Is Upregulated by Mettl14 to Attenuate Hepatocellular Carcinoma via Regulating SIRT6 Stabilization","genome instability",0.680133044719696,Yes
"SIRT6 is a DNA double-strand break sensor","genome instability",2.6755688190460205,Yes
"SIRT6 is a DNA double-strand break sensor","epigenetic alterations",0.7036813497543335,Yes
"Anti-Inflammatory Properties of Sirtuin 6 in Human Umbilical Vein Endothelial Cells","intercellular communication",0.42937445640563965,Yes
"Anti-Inflammatory Properties of Sirtuin 6 in Human Umbilical Vein Endothelial Cells","chronic inflammation",0.4045497179031372,Yes
"Sequential Actions of SIRT1-RELB-SIRT3 Coordinate Nuclear-Mitochondrial Communication during Immunometabolic Adaptation to Acute Inflammation and Sepsis","chronic inflammation",0.7010713219642639,Yes
"Sequential Actions of SIRT1-RELB-SIRT3 Coordinate Nuclear-Mitochondrial Communication during Immunometabolic Adaptation to Acute Inflammation and Sepsis","epigenetic alterations",0.99331134557724,Yes
"Fat-Specific Sirt6 Ablation Sensitizes Mice to High-Fat Diet–Induced Obesity and Insulin Resistance by Inhibiting Lipolysis","None",0,No
"Functional dissection of SIRT6: Identification of domains that regulate histone deacetylase activity and chromatin localization","epigenetic alterations",4.443398594856262,Yes
"Functional dissection of SIRT6: Identification of domains that regulate histone deacetylase activity and chromatin localization","genome instability",0.856581836938858,Yes
"A miR-34a-SIRT6 axis in the squamous cell differentiation network","epigenetic alterations",0.7590789198875427,Yes
"Sirt6 overexpression suppresses senescence and apoptosis of nucleus pulposus cells by inducing autophagy in a model of intervertebral disc degeneration","disabled macroautophagy",0.9046986699104309,Yes
"Sirt6 overexpression suppresses senescence and apoptosis of nucleus pulposus cells by inducing autophagy in a model of intervertebral disc degeneration","cellular senescence",0.8329058885574341,Yes
"Sirt6 overexpression suppresses senescence and apoptosis of nucleus pulposus cells by inducing autophagy in a model of intervertebral disc degeneration","epigenetic alterations",0.7164714336395264,Yes
"SIRT5 is under the control of PGC‐1α and AMPK and is involved in regulation of mitochondrial energy metabolism","deregulated nutrient sensing",0.8648320436477661,Yes
"SIRT5 is under the control of PGC‐1α and AMPK and is involved in regulation of mitochondrial energy metabolism","epigenetic alterations",1.7744644284248352,Yes
"Overexpression of Sirtuin 6 suppresses cellular senescence and NF-κB mediated inflammatory responses in osteoarthritis development","epigenetic alterations",1.589729517698288,Yes
"Overexpression of Sirtuin 6 suppresses cellular senescence and NF-κB mediated inflammatory responses in osteoarthritis development","cellular senescence",0.8075581789016724,Yes
"Overexpression of Sirtuin 6 suppresses cellular senescence and NF-κB mediated inflammatory responses in osteoarthritis development","chronic inflammation",0.9540833830833435,Yes
"SIRT6 Controls Hematopoietic Stem Cell Homeostasis through Epigenetic Regulation of Wnt Signaling","epigenetic alterations",2.688375174999237,Yes
"SIRT6 Controls Hematopoietic Stem Cell Homeostasis through Epigenetic Regulation of Wnt Signaling","stem cell exhaustion",1.1017309725284576,Yes
